EmployeeID,Age,Department,JobLevel,YearsAtCompany,MonthlyIncome,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome
EMP1447,43,Engineering,2,8,9904,4,3,No,6.5
EMP1448,50,Marketing,4,16,13577,5,1,No,20.6
EMP1449,38,Operations,2,9,7236,2,3,No,2.5
EMP1450,41,Engineering,2,3,8798,2,2,No,8.4
EMP1451,55,Sales,4,21,12420,4,4,No,11
EMP1452,40,HR,3,6,8272,3,3,No,7.4
EMP1453,60,HR,2,6,6438,4,3,No,5.8
EMP1454,43,Engineering,2,7,9234,4,3,No,5.3
EMP1455,22,Operations,1,0,4193,3,3,No,37.3
EMP1456,45,Finance,3,23,13170,5,2,No,6
EMP1457,41,Operations,2,7,6206,4,4,No,7.3
EMP1458,50,Sales,3,15,10678,3,3,No,1
EMP1459,44,Finance,2,11,10285,3,4,No,8
EMP1460,36,IT,3,14,12678,4,3,No,15.1
EMP1461,25,Marketing,2,3,7597,3,2,Yes,8.1
EMP1462,35,Sales,3,5,9599,3,3,No,10.6
EMP1463,29,IT,1,0,6751,4,3,Yes,21.8
EMP1464,32,HR,2,2,5812,2,1,No,8.6
EMP1465,43,Operations,4,21,12028,5,3,No,13.9
EMP1466,54,Sales,4,20,13118,3,3,No,6
EMP1467,41,Finance,4,15,14428,3,1,No,8.3
EMP1468,26,IT,2,3,9053,3,2,No,14.5
EMP1469,42,Marketing,5,19,15851,4,3,No,15.4
EMP1470,49,Engineering,5,15,17888,2,2,No,13.9
EMP1471,31,Sales,3,9,8969,5,4,No,17.3
EMP1472,36,Engineering,3,10,12810,3,2,Yes,5.2
EMP1473,38,Engineering,2,4,8682,5,4,No,3.1
EMP1474,30,Finance,2,5,7853,3,4,No,5.9
EMP1475,44,Sales,4,15,10823,3,4,No,9.9
EMP1476,36,Sales,3,14,10149,4,1,No,15.4
EMP1477,42,Engineering,4,10,14344,4,2,No,11.5
EMP1478,29,HR,1,3,4333,3,2,Yes,4.6
EMP1479,33,Marketing,1,1,4905,4,4,Yes,31.1
EMP1480,45,Finance,1,1,5467,3,4,No,1
EMP1481,34,Operations,2,11,7118,3,2,No,5.4
EMP1482,55,Engineering,4,15,15076,4,2,No,11.3
EMP1483,34,HR,2,2,5425,5,3,No,3.8
EMP1484,40,Engineering,1,1,6051,4,2,No,12
EMP1485,47,Sales,3,16,9927,3,3,No,8.9
EMP1486,23,Marketing,1,1,5778,4,4,No,15.6
EMP1487,22,Operations,1,0,4195,4,3,No,5.4
EMP1488,22,Sales,1,0,3732,3,3,No,16.1
EMP1489,50,Sales,4,23,13459,3,2,No,10.7
EMP1490,32,Finance,1,4,5650,2,2,No,17.3
EMP1491,60,Finance,3,9,11772,2,3,No,5.3
EMP1492,32,Engineering,1,0,5693,4,4,No,13.6
EMP1493,39,Finance,3,12,12396,3,3,No,6.7
EMP1494,53,IT,3,15,13189,3,2,No,3.4
EMP1495,58,Sales,3,8,11120,3,2,Yes,1
EMP1496,58,Sales,3,23,11598,2,3,Yes,14.2
EMP1497,50,Sales,2,3,7094,5,2,No,2.2
EMP1498,48,Finance,3,23,13356,3,1,No,1.6
EMP1499,43,Engineering,5,15,17892,2,2,No,17.2
EMP1500,45,IT,3,22,14356,5,3,No,4.3
EMP1501,32,Finance,3,10,11786,4,3,No,13.6
EMP1502,29,Engineering,3,6,11653,4,1,Yes,3.1
EMP1503,37,Sales,2,10,8460,3,2,Yes,5.4
EMP1504,36,Marketing,2,6,8400,3,2,No,7.5
EMP1505,33,Engineering,1,0,6778,4,3,Yes,12.6
EMP1506,44,IT,4,21,16520,4,3,Yes,12.5
EMP1507,47,Engineering,2,12,10023,3,2,No,12.8
EMP1508,38,Engineering,2,3,8619,2,4,No,5.8
EMP1509,52,Marketing,3,13,10737,5,3,No,6.5
EMP1510,26,Sales,1,1,5040,5,3,No,12.9
EMP1511,36,Marketing,2,9,9021,4,4,No,14.1
EMP1512,30,Sales,1,1,5179,4,4,No,17.2
EMP1513,22,Marketing,1,0,4285,3,4,No,5.8
EMP1514,37,Marketing,3,9,9992,5,3,No,20.9
EMP1515,36,HR,3,6,8441,4,3,No,9.1
EMP1516,53,Finance,3,8,11714,2,2,No,5.1
EMP1517,44,Sales,1,4,5254,2,4,Yes,19.9
EMP1518,27,HR,1,4,5363,5,2,No,1.9
EMP1519,56,Engineering,3,13,11804,5,3,Yes,4.2
EMP1520,50,HR,2,6,6395,4,3,Yes,16
EMP1521,43,IT,2,6,9728,3,2,No,8.1
EMP1522,35,Sales,2,8,7669,4,3,Yes,1.5
EMP1523,28,Finance,1,2,5397,4,3,No,1.6
EMP1524,34,Engineering,1,0,6394,1,4,No,4.6
EMP1525,48,HR,4,17,11418,4,1,No,3.6
EMP1526,56,Operations,4,21,12159,3,4,No,11.6
EMP1527,53,Sales,2,13,7464,3,4,No,7.2
EMP1528,33,Operations,3,9,9258,3,3,No,4.8
EMP1529,26,Sales,1,1,4106,4,2,No,10.5
EMP1530,39,HR,3,12,10071,3,4,Yes,8.2
EMP1531,22,Finance,1,0,4608,4,3,Yes,10.4
EMP1532,41,Sales,3,13,10077,1,3,No,3.3
EMP1533,36,Operations,3,8,9135,4,4,No,12.9
EMP1534,33,Sales,2,2,6091,4,3,Yes,3.4
EMP1535,22,Operations,1,0,3845,3,2,Yes,3.5
EMP1536,43,HR,1,1,4575,2,1,No,4.7
EMP1537,32,Finance,3,10,10924,4,3,No,2.8
EMP1538,26,IT,1,0,6760,3,2,No,16
EMP1539,22,Engineering,1,0,6027,5,2,Yes,1.9
EMP1540,37,Sales,5,15,13740,3,3,No,10.4
EMP1541,55,Operations,3,33,13321,4,3,No,4.3
EMP1542,54,Sales,4,18,12070,1,4,No,22.8
EMP1543,33,Marketing,3,6,10764,4,2,No,7.1
EMP1544,31,IT,1,1,5458,4,4,No,5.8
EMP1545,42,Finance,3,12,12329,3,3,No,9.5
EMP1546,28,Sales,1,4,6032,5,4,No,5
EMP1547,41,Sales,3,17,10598,5,4,Yes,15.8
EMP1548,45,Engineering,4,22,16446,5,3,No,1.1
EMP1549,50,Engineering,4,25,16807,4,3,No,38
EMP1550,36,Sales,3,7,8759,3,4,No,12
EMP1551,35,Operations,2,7,6972,3,3,No,9.7
EMP1552,29,Engineering,2,4,9453,2,3,No,1.3
EMP1553,29,IT,2,7,9463,4,3,Yes,13.8
EMP1554,35,Operations,3,7,8864,2,2,No,5.8
EMP1555,41,IT,4,14,14493,2,4,Yes,5.2
EMP1556,47,Engineering,3,24,13861,3,3,Yes,2.4
EMP1557,29,Marketing,1,0,5883,2,2,No,10.3
EMP1558,52,Engineering,3,27,14182,3,1,No,23.9
EMP1559,35,Engineering,1,0,5924,4,3,No,7.5
EMP1560,37,Marketing,2,13,9326,4,4,No,5.3
EMP1561,30,Operations,1,1,5110,3,3,Yes,23.7
EMP1562,22,Sales,1,0,4510,3,4,Yes,10.8
EMP1563,46,Engineering,3,5,11687,3,2,No,1
EMP1564,45,Sales,4,16,12063,3,3,No,8.2
EMP1565,35,Operations,2,4,7345,4,2,No,19.7
EMP1566,38,IT,1,4,7086,4,2,No,27.1
EMP1567,43,Sales,4,14,11499,3,3,No,8.2
EMP1568,22,Engineering,1,0,6328,4,1,No,7.4
EMP1569,32,IT,1,3,6191,5,2,No,10.3
EMP1570,45,Engineering,3,10,12456,4,2,No,7.9
EMP1571,25,Finance,1,0,5099,2,2,No,9.1
EMP1572,40,Sales,1,0,3522,3,3,No,4
EMP1573,24,Engineering,2,2,8145,2,4,No,4.7
EMP1574,42,HR,3,10,8422,3,1,No,15.5
EMP1575,37,Operations,2,5,6380,3,2,No,6.8
EMP1576,22,Engineering,1,0,4828,4,1,No,3.9
EMP1577,49,Engineering,4,22,16655,3,4,No,28
EMP1578,30,Engineering,2,7,8745,4,2,No,2.6
EMP1579,29,Marketing,3,6,9880,3,3,No,13.8
EMP1580,40,Operations,1,1,3758,2,1,No,3
EMP1581,49,Operations,3,14,8765,3,3,Yes,2.4
EMP1582,27,Sales,2,5,7025,3,3,No,20.8
EMP1583,38,Operations,2,8,6979,3,2,No,9.9
EMP1584,42,Sales,4,14,12047,1,3,No,17.3
EMP1585,44,Engineering,2,7,10248,3,3,No,5.7
EMP1586,39,Operations,4,15,11844,3,3,No,5.9
EMP1587,34,Sales,3,10,10585,4,2,No,18
EMP1588,29,Sales,2,5,6896,4,3,Yes,4.8
EMP1589,38,Engineering,3,14,12539,4,3,No,6.9
EMP1590,27,Finance,1,3,6179,4,2,No,17.7
EMP1591,22,HR,1,0,4929,5,4,No,7.7
EMP1592,42,Engineering,2,12,9640,2,2,No,15.5
EMP1593,47,Operations,3,8,9460,3,4,No,5.4
EMP1594,22,Operations,1,0,4437,2,3,Yes,3
EMP1595,27,Operations,1,0,3979,3,3,No,9.2
EMP1596,44,HR,2,5,7101,4,1,No,8.8
EMP1597,58,Sales,2,7,6750,4,2,No,2.1
EMP1598,38,Sales,4,16,12633,2,3,No,6
EMP1599,30,Finance,1,4,6007,4,4,No,13.3
EMP1600,36,Operations,3,12,9918,4,4,No,9.8
EMP1601,51,IT,5,21,18397,2,4,No,5.8
EMP1602,31,Sales,2,3,7298,4,2,No,13.9
EMP1603,30,Sales,1,3,4974,5,2,No,15.8
EMP1604,33,Sales,2,4,6682,2,3,No,12.5
EMP1605,28,Sales,2,5,7009,2,4,No,11.3
EMP1606,39,HR,1,4,4691,4,2,No,1.2
EMP1607,54,IT,5,15,17506,3,3,No,3.2
EMP1608,41,Marketing,2,13,9291,5,4,No,10.8
EMP1609,35,HR,2,13,7558,4,3,No,19.4
EMP1610,35,Finance,3,13,12189,3,4,Yes,3.1
EMP1611,22,Sales,1,0,5609,3,2,No,4.2
EMP1612,46,Operations,4,13,10828,3,3,Yes,4.1
EMP1613,37,Marketing,2,8,8702,4,3,No,11.4
EMP1614,36,Sales,2,7,7009,4,3,No,2.9
EMP1615,60,Marketing,4,24,14128,3,2,No,5.7
EMP1616,40,Marketing,3,13,11667,5,3,No,5.5
EMP1617,30,Sales,2,2,6149,4,3,No,8.2
EMP1618,33,Engineering,2,2,8687,3,3,No,9.5
EMP1619,49,Engineering,3,16,12799,5,4,No,4.7
EMP1620,39,Sales,3,13,11259,4,1,Yes,1
EMP1621,23,Sales,1,1,4635,5,3,No,9.8
EMP1622,47,Marketing,2,12,8249,2,4,No,8.8
EMP1623,31,HR,3,5,7515,1,4,No,33.1
EMP1624,56,Finance,2,3,9210,3,3,No,20.3
EMP1625,48,IT,4,10,14152,3,4,Yes,5.1
EMP1626,33,Finance,3,7,10909,5,2,Yes,12.3
EMP1627,50,Marketing,1,1,5892,2,3,No,28.8
EMP1628,38,Operations,2,10,8016,1,4,No,5.4
EMP1629,46,Marketing,1,1,4710,3,4,No,1.3
EMP1630,42,Sales,2,4,6502,2,3,No,4.3
EMP1631,29,Engineering,1,4,6323,1,2,No,8.4
EMP1632,31,Finance,1,0,5336,1,2,No,2.5
EMP1633,48,Finance,3,6,11216,2,4,Yes,4.5
EMP1634,34,IT,3,6,11296,3,4,No,6.6
EMP1635,33,Marketing,3,9,10196,5,2,Yes,7.7
EMP1636,28,Operations,3,5,8312,4,4,Yes,7.2
EMP1637,42,Sales,4,19,12467,3,2,No,7
EMP1638,58,Marketing,4,12,13577,3,2,No,6
EMP1639,27,IT,2,3,8221,3,3,No,1.2
EMP1640,38,Engineering,3,10,12313,5,2,No,21.4
EMP1641,52,Sales,5,17,14558,4,4,No,3.2
EMP1642,37,Engineering,1,1,6487,2,2,No,2.9
EMP1643,42,Operations,5,15,12975,5,2,No,1.8
EMP1644,27,Sales,1,1,5198,4,3,Yes,12.1
EMP1645,42,Marketing,4,18,14771,1,3,Yes,3.2
EMP1646,36,Sales,3,5,9751,3,2,No,14.6
EMP1647,47,Engineering,1,0,4760,4,3,No,4.7
EMP1648,49,IT,4,10,14218,2,1,No,7
EMP1649,60,Sales,5,30,15869,3,1,Yes,21.9
EMP1650,43,Sales,3,17,10928,4,1,Yes,10.3
EMP1651,41,Engineering,1,0,6526,4,3,No,1.7
EMP1652,39,Marketing,4,15,12675,5,3,No,9.2
EMP1653,34,Engineering,3,9,12583,2,2,No,7.8
EMP1654,41,Marketing,2,6,7886,4,3,Yes,4.3
EMP1655,35,IT,4,12,14428,5,3,No,6.4
EMP1656,39,Engineering,1,0,6264,4,3,Yes,4.1
EMP1657,51,Engineering,4,22,16427,4,2,No,6.4
EMP1658,27,HR,1,4,5166,3,4,Yes,6.6
EMP1659,49,HR,2,8,6603,4,3,No,8.8
EMP1660,51,Sales,1,1,5316,4,2,No,5.9
EMP1661,36,Marketing,1,0,4989,2,2,No,21.5
EMP1662,22,IT,1,0,4611,5,3,No,4.2
EMP1663,31,Engineering,3,8,11598,5,3,Yes,12.8
EMP1664,50,Marketing,4,23,14397,3,3,No,8.3
EMP1665,37,Sales,2,9,7834,4,3,No,5.9
EMP1666,28,Marketing,3,5,9700,4,3,No,5.5
EMP1667,32,Engineering,2,4,8651,3,2,No,2.2
EMP1668,46,Marketing,2,7,8940,3,3,No,15
EMP1669,43,Marketing,3,7,10752,5,3,No,5.1
EMP1670,35,Sales,3,13,9446,3,2,Yes,8.6
EMP1671,34,Operations,1,4,4378,3,4,No,6.3
EMP1672,34,Marketing,3,11,10809,3,3,No,2.2
EMP1673,28,Engineering,3,6,11623,3,4,No,3.8
EMP1674,54,IT,2,12,8551,3,3,No,10.3
EMP1675,34,Sales,1,0,4140,5,4,No,8.2
EMP1676,50,Finance,2,3,8516,3,3,No,6.8
EMP1677,53,Engineering,4,17,15806,4,4,No,5.5
EMP1678,47,HR,2,9,6484,3,3,No,4.6
EMP1679,33,Engineering,2,2,8420,4,2,Yes,5.3
EMP1680,42,Engineering,3,11,12338,4,2,Yes,8.7
EMP1681,37,Sales,1,0,5780,5,2,Yes,9.6
EMP1682,28,Finance,1,2,5818,3,3,No,10.6
EMP1683,41,Finance,2,10,8838,5,4,No,9.6
EMP1684,26,Finance,1,1,6551,3,3,No,5
EMP1685,49,Operations,2,12,7969,5,3,No,2.4
EMP1686,33,IT,1,0,5397,5,3,No,7.1
EMP1687,40,Marketing,3,7,10059,3,4,No,6.8
EMP1688,40,Finance,4,18,14704,4,3,Yes,1.8
EMP1689,35,Sales,1,0,4774,5,3,Yes,1.9
EMP1690,43,Operations,1,1,3721,3,4,No,17.2
EMP1691,33,Operations,2,2,5584,1,4,No,23.5
EMP1692,46,Sales,2,2,6471,3,3,No,2.4
EMP1693,24,Marketing,1,1,4709,3,4,No,5
EMP1694,39,IT,3,9,12298,4,4,Yes,2.2
EMP1695,57,Sales,4,23,12835,3,3,No,8
EMP1696,27,Engineering,3,5,12753,5,3,No,2.5
EMP1697,31,Engineering,1,1,6074,3,4,No,2.6
EMP1698,43,Engineering,4,17,15815,4,3,Yes,12
EMP1699,39,Sales,3,13,10225,4,4,Yes,1
EMP1700,41,Engineering,4,15,15413,2,3,No,1
EMP1701,42,Engineering,3,6,12289,1,2,No,14.8
EMP1702,44,Operations,1,0,4272,2,3,No,4.2
EMP1703,49,Engineering,5,16,17739,1,1,No,15.8
EMP1704,42,Engineering,2,4,8317,4,2,No,10.2
EMP1705,35,Engineering,3,10,12495,3,4,No,8.7
EMP1706,44,Sales,1,0,4957,5,2,Yes,8.3
EMP1707,56,IT,3,20,12806,5,1,No,3.5
EMP1708,36,Operations,3,10,8869,3,3,Yes,15.4
EMP1709,28,Marketing,1,0,5482,2,4,No,9.7
EMP1710,49,HR,2,9,6524,3,2,No,18.7
EMP1711,36,Marketing,4,14,12669,4,3,No,28.3
EMP1712,22,Engineering,1,0,5924,4,2,No,8.4
EMP1713,46,Sales,3,11,10407,1,2,Yes,9.3
EMP1714,32,Engineering,2,8,10059,1,4,No,15.2
EMP1715,37,IT,1,3,6908,2,4,No,11.9
EMP1716,41,Sales,1,1,4153,3,3,No,10
EMP1717,39,HR,3,15,9120,3,3,No,5.4
EMP1718,45,Sales,2,14,8310,4,3,No,14.9
EMP1719,33,Sales,4,11,11396,2,2,No,8.8
EMP1720,43,Marketing,4,12,12411,2,2,No,4.9
EMP1721,35,Engineering,1,1,6390,5,3,No,29
EMP1722,45,IT,5,19,17115,5,3,Yes,4.3
EMP1723,44,Engineering,4,21,16424,4,4,No,5.9
EMP1724,28,Sales,3,5,9680,4,3,Yes,20.5
EMP1725,48,Marketing,5,17,15589,3,4,No,7.4
EMP1726,32,Operations,1,1,3933,5,4,No,9.2
EMP1727,46,Sales,1,1,4009,5,4,Yes,6.9
EMP1728,41,HR,2,2,6080,4,3,No,5.6
EMP1729,56,Operations,5,24,15388,1,3,No,14.2
EMP1730,35,Sales,3,5,8956,3,3,No,16.1
EMP1731,34,IT,3,11,11922,1,2,Yes,4.7
EMP1732,37,Engineering,2,13,9968,4,2,No,6.1
EMP1733,34,Sales,3,8,8561,2,1,No,13.1
EMP1734,45,Marketing,3,13,11086,4,2,No,19.9
EMP1735,22,Sales,1,0,3699,2,3,No,10
EMP1736,27,Finance,2,4,8757,4,4,No,6.2
EMP1737,27,HR,2,4,6513,4,2,No,7.9
EMP1738,47,Sales,5,15,13841,1,3,No,13.6
EMP1739,55,IT,3,7,11813,4,3,No,5.4
EMP1740,36,Finance,1,2,5886,2,2,No,5.7
EMP1741,36,Marketing,1,1,5469,2,3,No,9.1
EMP1742,38,Engineering,4,15,15897,3,3,No,6.5
EMP1743,49,Sales,3,18,10672,4,4,No,6.9
EMP1744,28,Finance,2,5,7801,2,4,No,3.9
EMP1745,40,Operations,3,8,9889,3,2,Yes,12.4
EMP1746,47,Sales,3,15,10243,3,2,No,18.1
EMP1747,43,HR,3,21,10136,5,3,No,14
EMP1748,39,HR,2,3,6271,3,2,Yes,2.9
EMP1749,48,Engineering,3,9,12053,3,2,No,1.8
EMP1750,22,Operations,1,0,3571,4,4,No,1
EMP1751,44,Sales,3,18,10204,4,2,No,4.9
EMP1752,31,Sales,1,1,4204,1,3,No,9.6
EMP1753,22,Sales,1,0,4678,2,3,Yes,9.3
EMP1754,43,Engineering,4,14,14952,3,2,No,10.8
EMP1755,51,Engineering,4,29,18017,4,4,Yes,14.8
EMP1756,36,Operations,1,3,4572,2,4,No,16.3
EMP1757,47,Finance,3,8,11060,3,2,No,1.2
EMP1758,54,Sales,5,28,15929,2,3,Yes,4
EMP1759,51,Finance,4,15,13830,4,1,No,2.8
EMP1760,54,Finance,4,27,16787,3,2,No,2.9
EMP1761,45,Engineering,5,20,18755,4,2,No,3.4
EMP1762,38,Sales,4,14,11913,4,3,No,14.8
EMP1763,22,Sales,1,0,4235,4,3,No,10.9
EMP1764,35,Sales,2,7,7075,4,2,Yes,5.4
EMP1765,29,Operations,1,1,3771,4,2,No,5.1
EMP1766,59,HR,4,34,13234,1,3,No,8.6
EMP1767,36,IT,3,5,10524,4,3,No,6.6
EMP1768,39,Operations,2,3,6861,5,2,No,1.1
EMP1769,43,Engineering,1,0,5616,3,3,Yes,6.6
EMP1770,38,Operations,3,8,8221,2,2,No,8.5
EMP1771,54,Sales,4,16,12943,4,2,No,4.5
EMP1772,31,Sales,1,0,4530,3,4,No,4.4
EMP1773,39,Marketing,1,0,4413,2,3,Yes,8.1
EMP1774,30,Engineering,2,6,9585,5,4,No,4.7
EMP1775,24,Engineering,2,2,9426,4,2,Yes,5
EMP1776,31,Finance,3,8,11439,4,3,No,12
EMP1777,37,Operations,5,15,13239,4,1,Yes,5
EMP1778,33,Engineering,2,2,8933,3,3,No,10.1
EMP1779,31,Engineering,3,7,12447,3,3,No,6.7
EMP1780,23,Marketing,1,0,5863,3,4,No,4
EMP1781,37,Finance,2,2,7524,4,4,No,18.4
EMP1782,22,Sales,1,0,4511,3,2,Yes,13.4
EMP1783,45,IT,3,11,12392,4,3,No,2.5
EMP1784,38,Finance,2,2,8085,3,3,No,16.8
EMP1785,23,Marketing,1,0,5264,4,1,No,11.3
EMP1786,34,IT,1,0,6904,4,1,No,4.9
EMP1787,30,IT,1,1,5819,4,2,No,8.1
EMP1788,41,Sales,2,6,6493,2,3,No,4.5
EMP1789,51,Sales,3,18,11725,4,2,No,1
EMP1790,22,Operations,1,0,5083,5,4,No,12.2
EMP1791,39,IT,3,6,11611,2,3,No,11.2
EMP1792,36,Finance,2,4,8052,5,3,No,8
EMP1793,44,Engineering,3,7,12278,3,3,No,7.5
EMP1794,40,Finance,4,15,14366,5,2,No,3.9
EMP1795,30,Sales,2,2,6445,5,4,Yes,5.6
EMP1796,34,IT,2,8,8981,4,2,Yes,14.3
EMP1797,30,Engineering,3,6,11691,3,4,Yes,16.6
EMP1798,48,IT,2,4,8993,3,3,No,12.8
EMP1799,38,Engineering,4,10,14782,3,3,Yes,15.2
EMP1800,57,IT,2,9,9912,4,4,No,12.8
EMP1801,37,Engineering,3,8,11890,2,2,No,5.8
EMP1802,30,Operations,2,4,6270,4,3,No,10.2
EMP1803,22,IT,1,0,5993,4,3,No,13.8
EMP1804,22,Marketing,1,0,5043,3,4,Yes,5.9
EMP1805,22,Finance,1,0,6242,4,3,No,4.6
EMP1806,40,Sales,3,8,9126,4,4,No,7.1
EMP1807,43,HR,1,0,3748,4,4,No,15.6
EMP1808,22,Operations,1,0,4115,4,4,No,5.7
EMP1809,46,Sales,4,19,12543,4,4,No,9.9
EMP1810,33,Operations,1,0,3884,1,3,No,13.1
EMP1811,39,Finance,2,7,7933,3,3,No,5
EMP1812,54,Sales,3,26,11423,5,2,No,5.5
EMP1813,46,Engineering,4,18,15839,2,3,No,13.7
EMP1814,35,Engineering,4,10,14046,3,4,No,1.1
EMP1815,29,Sales,2,4,7182,4,4,No,8
EMP1816,22,IT,1,0,5984,5,2,Yes,9.5
EMP1817,30,Finance,3,7,10615,2,3,Yes,2.8
EMP1818,35,Engineering,3,9,12123,1,3,No,8.8
EMP1819,28,Engineering,2,2,8604,4,3,No,11.6
EMP1820,36,Finance,2,6,7697,4,2,Yes,4
EMP1821,38,Engineering,2,7,9672,3,1,No,15.6
EMP1822,35,Sales,4,12,11401,5,4,Yes,7.1
EMP1823,31,Engineering,2,4,8512,4,2,Yes,9.6
EMP1824,39,Operations,3,11,9549,4,2,No,4.9
EMP1825,42,Sales,3,12,10021,3,3,No,9.5
EMP1826,27,Engineering,2,5,9605,5,3,No,7.5
EMP1827,52,IT,3,7,11431,3,3,No,7.2
EMP1828,37,Sales,3,14,10307,4,1,Yes,1.7
EMP1829,38,Operations,3,12,9759,2,4,Yes,9.9
EMP1830,45,Engineering,1,0,6838,3,2,No,9.6
EMP1831,40,Sales,3,5,8694,4,2,Yes,7.4
EMP1832,47,Sales,3,10,9724,2,3,No,7.2
EMP1833,40,Sales,2,12,8386,3,3,No,1.6
EMP1834,31,Sales,2,4,7182,2,1,No,4.6
EMP1835,41,Sales,4,19,12493,4,2,Yes,5.9
EMP1836,26,Engineering,1,0,5943,4,2,No,18.7
EMP1837,39,Sales,2,10,8081,3,3,Yes,5.9
EMP1838,37,Finance,2,9,9138,4,2,No,7.5
EMP1839,35,Operations,2,10,8337,3,2,No,3.1
EMP1840,36,Operations,3,7,8455,3,4,Yes,16.4
EMP1841,22,Marketing,1,0,4600,4,3,No,2
EMP1842,32,IT,3,5,11432,3,3,No,8.3
EMP1843,38,Sales,2,2,6130,2,3,No,9.3
EMP1844,39,Sales,3,11,9520,5,3,No,3.1
EMP1845,27,Engineering,3,5,11590,3,2,No,8.1
EMP1846,50,Operations,4,27,13273,3,3,No,13.1
EMP1847,29,Operations,2,6,6749,4,3,No,8.2
EMP1848,47,Marketing,4,22,14018,4,2,No,9.1
EMP1849,42,Engineering,3,7,12034,4,3,No,5.9
EMP1850,31,Finance,2,4,9386,2,2,Yes,1.7
EMP1851,55,Sales,4,16,12714,3,4,No,6.7
EMP1852,26,HR,1,0,3078,4,4,Yes,5.5
EMP1853,47,HR,3,9,8346,3,3,No,6.2
EMP1854,48,Sales,5,19,14815,3,4,No,8.8
EMP1855,31,Sales,3,9,8702,4,3,Yes,2.8
EMP1856,51,Operations,3,28,10549,4,2,No,5.3
EMP1857,35,Marketing,1,0,4637,3,4,No,27.6
EMP1858,40,Engineering,3,15,12645,5,3,Yes,2
EMP1859,40,Engineering,2,3,9670,5,3,No,1
EMP1860,36,IT,1,1,6127,1,1,Yes,16.5
EMP1861,46,Engineering,5,15,17777,3,3,No,9.3
EMP1862,45,Sales,1,0,4342,2,3,No,6.7
EMP1863,22,HR,1,0,4225,3,3,No,10.7
EMP1864,51,Marketing,2,2,7399,4,4,No,10.2
EMP1865,22,Sales,1,0,4724,4,3,No,13
EMP1866,48,Engineering,5,22,19061,2,1,No,2.8
EMP1867,49,Engineering,4,10,15219,4,3,No,27
EMP1868,27,HR,1,1,4166,4,4,No,14.8
EMP1869,33,Engineering,1,1,6539,4,2,No,10.8
EMP1870,26,Finance,1,0,5678,3,3,Yes,6.4
EMP1871,35,IT,4,11,14511,1,2,No,2.9
EMP1872,34,IT,3,12,12040,4,3,Yes,10.3
EMP1873,45,Finance,3,17,12417,4,1,No,5.6
EMP1874,51,HR,2,4,6176,4,3,No,3.4
EMP1875,51,Operations,4,23,13229,1,3,No,2.2
EMP1876,32,Operations,2,9,7347,3,3,Yes,7.9
EMP1877,35,Operations,3,7,8158,3,4,No,7.5
EMP1878,22,Sales,1,0,3726,4,4,Yes,2.3
EMP1879,29,Sales,1,2,4231,4,2,Yes,10.2
EMP1880,47,IT,1,1,5605,5,2,Yes,16.3
EMP1881,54,IT,4,24,16590,5,3,No,21.6
EMP1882,25,Marketing,2,3,7140,4,3,No,6.5
EMP1883,32,IT,1,2,6713,5,2,Yes,15.1
EMP1884,37,Operations,2,7,6316,2,1,No,7.1
EMP1885,40,HR,1,1,4481,1,3,No,15.1
EMP1886,29,Engineering,1,2,5368,2,3,Yes,2.2
EMP1887,42,Marketing,1,0,4441,3,4,No,10.1
EMP1888,33,HR,3,10,8203,4,2,Yes,27.3
EMP1889,37,IT,3,5,10687,3,4,No,3.3
EMP1890,43,HR,3,12,8681,4,3,No,8.8
EMP1891,38,Operations,4,16,12033,4,2,No,1.7
EMP1892,33,Operations,2,2,6538,4,4,No,2.6
EMP1893,36,Sales,3,8,8796,2,4,No,4.6
EMP1894,37,Sales,2,4,6801,3,2,No,3.4
EMP1895,34,Finance,2,5,8677,4,2,Yes,3.9
EMP1896,35,Engineering,1,3,6357,3,4,No,12
EMP1897,53,Finance,5,16,17488,4,1,No,1.5
EMP1898,43,Sales,4,20,13091,4,4,Yes,17.2
EMP1899,35,Engineering,2,4,8568,2,2,No,4.3
EMP1900,44,Sales,3,20,10718,3,3,Yes,4.7
EMP1901,34,Engineering,2,5,8666,3,2,Yes,9.1
EMP1902,49,Sales,3,10,9250,5,2,No,4.5
EMP1903,41,IT,1,1,5960,2,3,No,1.7
EMP1904,36,Engineering,1,0,5882,4,3,Yes,17.3
EMP1905,42,IT,4,14,14625,2,1,No,4.1
EMP1906,22,IT,1,0,6090,4,4,No,9.1
EMP1907,26,IT,1,1,6121,2,4,Yes,9.8
EMP1908,26,HR,2,4,5410,4,3,No,6.6
EMP1909,39,Operations,2,9,6592,3,3,No,7.4
EMP1910,55,Sales,5,31,15857,4,3,No,7.3
EMP1911,60,Sales,4,30,13996,3,4,No,9.5
EMP1912,44,Operations,1,4,4480,5,4,No,17.3
EMP1913,43,Sales,2,11,7748,4,2,No,7.1
EMP1914,22,IT,1,0,5978,4,3,No,11.8
EMP1915,32,Finance,3,5,10088,3,2,Yes,4.4
EMP1916,30,Engineering,3,6,11317,2,2,No,10.2
EMP1917,31,Sales,2,8,6708,4,2,No,5.1
EMP1918,36,Finance,3,6,10339,5,4,No,6.1
EMP1919,33,Marketing,1,1,5046,2,2,No,2.8
EMP1920,22,Finance,1,0,5051,3,3,Yes,6.6
